area,bedrooms,bathrooms,stories,parking,location,age,price
1885,1,3,2,3,Urban,44,223290
1780,3,1,3,0,Suburban,24,225730
2989,3,3,3,3,Urban,0,411977
2692,2,1,2,3,Urban,32,310032
3382,5,2,1,0,Rural,45,369389
1823,5,3,2,2,Rural,40,237858
3265,2,4,1,3,Urban,38,379750
1935,5,2,1,2,Suburban,35,253931
944,5,2,3,0,Rural,23,160805
1551,4,4,1,0,Rural,12,223621
3979,1,2,3,3,Rural,39,425068
2477,3,2,3,3,Urban,4,342420
3195,2,4,3,0,Urban,18,393002
1324,5,2,3,2,Suburban,24,211699
1529,1,2,2,0,Suburban,32,175779
1512,4,1,2,1,Suburban,40,186883
2597,3,2,3,2,Suburban,33,310308
1577,5,3,2,0,Rural,25,219032
2470,4,3,3,3,Rural,11,337140
1650,5,2,1,0,Urban,43,212589
3650,2,1,2,2,Suburban,40,389789
1385,3,3,1,3,Suburban,46,181525
2514,1,3,2,0,Rural,42,254652
1972,3,4,1,1,Suburban,14,262643
1740,3,1,1,2,Urban,35,216433
2918,2,1,3,0,Suburban,30,323250
2165,3,4,2,3,Suburban,46,274729
1085,4,2,1,1,Rural,3,168812
3119,4,4,3,1,Urban,50,376460
2566,5,4,2,2,Suburban,11,365998
3810,3,2,2,1,Urban,31,438894
2573,5,1,3,2,Urban,13,355570
3945,4,4,2,1,Rural,22,462634
3260,2,2,3,0,Suburban,22,373851
2915,4,4,3,1,Urban,9,405062
3408,1,2,3,3,Rural,12,392595
3014,2,2,1,3,Suburban,5,361888
923,3,1,3,3,Urban,17,169114
870,2,4,1,0,Rural,26,115241
3678,3,3,2,1,Suburban,49,402639
2978,4,3,1,1,Urban,2,392097
3735,5,1,3,0,Rural,19,433338
3228,4,2,1,0,Urban,27,375526
3864,2,1,3,3,Suburban,40,416429
1128,5,3,2,2,Suburban,45,177216
1552,1,4,2,0,Urban,10,222527
3461,5,2,1,2,Suburban,13,425994
3625,5,3,2,2,Rural,38,424269
3085,2,3,2,1,Rural,10,359838
1712,5,2,3,0,Rural,48,206592
3752,3,3,2,1,Urban,7,465718
2192,2,3,2,3,Rural,37,252363
2969,5,2,2,1,Suburban,46,345322
2706,2,3,3,3,Suburban,36,320774
1337,2,4,3,2,Urban,0,239622
3014,5,2,3,2,Suburban,3,405320
3620,1,2,1,2,Suburban,9,403287
3103,5,3,2,0,Urban,35,385893
3627,2,4,3,0,Rural,20,419978
1212,3,3,1,2,Rural,32,165161
2251,1,1,2,0,Suburban,24,241477
2567,4,1,2,1,Urban,14,330301
3407,3,4,2,2,Rural,30,397670
2147,4,2,1,2,Urban,46,261941
2380,3,3,3,0,Rural,33,278454
3256,4,2,2,3,Urban,43,385567
2689,4,2,3,0,Rural,19,329569
2999,5,4,1,0,Rural,44,341601
1107,4,1,2,2,Rural,4,177929
3635,1,4,2,3,Suburban,47,398597
2236,2,3,1,3,Suburban,27,271338
2755,1,3,2,0,Suburban,24,306680
3011,1,3,2,2,Suburban,10,354992
2576,2,4,2,3,Rural,35,303710
640,4,4,3,2,Urban,7,179018
2737,1,1,1,3,Suburban,45,279930
3733,5,1,3,0,Rural,6,447496
2544,2,3,1,2,Rural,49,263126
3623,4,3,1,1,Urban,38,422744
3460,4,2,3,2,Rural,27,410992
3993,4,3,3,2,Rural,20,469828
1125,4,4,2,0,Suburban,14,193000
2302,3,1,1,3,Suburban,12,285037
1123,3,3,1,0,Suburban,36,148886
1486,2,3,3,1,Suburban,22,210418
1294,4,1,2,1,Suburban,31,174214
3313,2,3,2,3,Urban,27,395194
796,2,4,2,2,Suburban,14,152620
2036,1,2,2,1,Suburban,5,257249
1036,4,1,3,1,Rural,45,129492
3874,5,4,3,1,Suburban,26,474925
1259,3,4,3,3,Rural,23,197036
2078,4,2,1,3,Urban,46,260097
1304,2,2,1,3,Suburban,10,189649
3472,4,1,1,1,Suburban,34,381481
1487,2,3,2,2,Rural,48,167719
1758,1,2,1,2,Rural,8,215223
3867,5,4,2,0,Urban,16,487758
2763,4,2,1,2,Suburban,26,337787
3947,5,1,1,2,Suburban,0,475544
1122,3,3,2,2,Urban,10,200647
3230,2,3,3,1,Urban,46,369891
3673,3,3,3,3,Urban,22,459524
2371,5,2,2,3,Urban,17,336022
3739,4,4,1,0,Urban,1,472918
1983,4,3,1,3,Suburban,36,255107
3128,3,4,3,3,Suburban,41,379126
1074,2,3,2,3,Rural,44,137220
3056,1,2,3,2,Urban,44,337697
2379,2,2,3,3,Suburban,24,294564
965,5,4,3,3,Urban,41,197541
1573,4,4,2,0,Urban,10,254735
3378,5,4,2,3,Urban,44,427195
1591,1,1,3,2,Urban,39,190342
3129,2,1,1,2,Suburban,40,328144
600,5,1,1,0,Suburban,9,130228
1759,4,3,2,1,Rural,6,254965
1474,4,1,3,2,Urban,18,227030
2316,2,3,1,3,Urban,0,317453
1851,2,1,1,3,Suburban,46,202217
3700,2,2,3,1,Suburban,19,427115
1250,3,1,2,0,Urban,8,192528
2720,3,2,2,2,Rural,3,337675
2259,3,2,2,1,Rural,15,271639
1545,5,4,2,1,Urban,14,258225
1440,2,1,2,2,Suburban,5,197294
3311,1,4,2,0,Suburban,0,393308
1367,4,2,1,2,Urban,27,206154
3775,1,3,1,0,Suburban,25,405360
3718,1,2,2,3,Urban,19,432317
1940,5,4,1,1,Rural,0,284585
2637,1,3,3,2,Urban,37,312123
2278,1,4,1,3,Urban,22,288021
3341,5,1,2,3,Suburban,17,412981
930,2,4,2,0,Rural,27,128719
1746,5,1,3,2,Suburban,27,248921
1077,2,4,1,3,Rural,22,157850
2342,5,4,2,2,Urban,29,335331
3513,1,1,1,0,Rural,16,360578
2439,3,3,2,2,Rural,48,273418
2119,5,2,1,2,Urban,3,314144
3443,4,1,2,0,Urban,7,421401
2658,3,1,2,1,Suburban,35,295046
1300,1,2,3,2,Rural,47,136378
1333,3,4,3,1,Rural,21,201211
1234,2,1,2,3,Rural,21,155746
1335,5,2,1,0,Suburban,16,202690
1362,2,2,3,1,Urban,30,186337
1197,3,4,2,0,Suburban,3,204888
704,2,4,3,1,Rural,5,141416
3708,4,1,3,0,Urban,12,445672
2424,3,2,1,3,Urban,15,310499
3877,1,2,2,3,Urban,5,458890
2083,2,3,1,0,Urban,43,236253
3372,2,3,1,0,Rural,5,382486
3573,3,1,1,1,Urban,8,416266
1739,2,2,2,1,Urban,30,216911
3972,3,1,3,0,Rural,13,441561
3086,2,3,1,0,Rural,21,341939
3118,4,4,2,1,Urban,2,423152
2911,2,2,3,0,Suburban,44,313384
1503,3,3,2,1,Urban,41,197313
853,2,2,3,3,Suburban,30,138660
2846,5,4,1,2,Urban,47,352260
1045,3,1,3,2,Rural,15,157474
3438,5,2,1,0,Urban,48,384233
2467,3,2,1,1,Urban,49,271725
1694,5,2,1,0,Rural,30,207735
3925,5,4,2,0,Suburban,25,472047
3711,1,2,2,3,Suburban,7,427516
3591,4,2,3,3,Rural,4,447799
1466,4,4,1,0,Suburban,24,215212
770,4,1,1,2,Urban,10,153620
1891,1,2,3,3,Rural,37,211168
2579,4,3,2,3,Urban,26,341719
3684,5,4,1,0,Suburban,39,432042
3087,3,4,3,2,Urban,9,408222
3236,1,2,1,2,Rural,36,331160
3464,1,4,3,3,Rural,42,384055
3422,4,3,1,0,Suburban,14,413706
1626,5,3,2,1,Urban,27,243748
1057,2,2,3,0,Urban,9,170890
1889,5,1,1,3,Suburban,39,237948
1654,1,4,1,1,Rural,47,170651
3513,1,2,1,3,Suburban,23,382046
1285,3,4,3,0,Urban,43,183865
1202,2,3,2,1,Urban,24,183383
2362,4,2,1,1,Urban,50,279163
3147,4,1,3,2,Suburban,0,400719
2108,4,1,3,1,Urban,15,289403
3184,2,2,2,3,Urban,29,372940
2916,5,1,3,0,Urban,32,358018
2689,3,1,2,2,Rural,19,316110
2417,5,4,1,0,Urban,36,313304
853,3,4,2,1,Rural,40,127205
2877,4,3,1,0,Rural,32,324544
3875,1,2,2,2,Rural,37,400392
2623,2,3,2,2,Suburban,7,333041
3997,1,1,2,0,Urban,46,409546
658,1,3,3,3,Rural,12,120782
3201,4,1,3,1,Urban,34,381363
2988,3,2,2,3,Suburban,32,353750
2252,1,3,1,2,Suburban,34,254154
1016,2,3,3,1,Suburban,31,146826
2048,2,4,2,0,Urban,31,256213
2607,2,1,1,3,Urban,9,319315
2735,5,1,3,2,Rural,14,343571
1856,2,3,2,2,Suburban,35,229967
2736,1,3,2,3,Rural,40,296639
1549,5,3,1,0,Suburban,46,198013
1240,3,1,3,1,Suburban,9,188891
880,2,3,3,3,Suburban,28,153067
2134,1,3,2,1,Urban,24,262705
1834,4,4,1,1,Suburban,42,233747
2883,4,1,2,3,Urban,24,360826
1690,5,4,2,0,Rural,39,221879
2220,4,4,1,1,Suburban,46,270474
3852,4,4,2,2,Rural,8,469498
2193,2,2,2,1,Urban,4,286030
1095,2,3,1,0,Rural,35,126040
1714,4,3,3,1,Suburban,43,226617
845,3,3,2,3,Suburban,47,126230
2793,3,4,1,2,Rural,44,310661
2849,3,3,3,1,Rural,9,354915
1711,3,3,2,0,Rural,47,191208
1273,1,3,3,3,Rural,9,191979
1927,4,1,3,0,Rural,45,220226
2689,2,2,3,3,Urban,39,325011
675,3,3,1,2,Urban,27,127031
3586,1,4,3,2,Suburban,12,426697
1898,4,4,1,1,Rural,48,223477
3515,3,2,2,1,Urban,38,402485
3582,2,4,1,0,Suburban,2,424521
638,2,1,3,1,Suburban,16,110882
645,4,3,3,1,Suburban,20,145296
3137,5,2,1,2,Rural,1,400163
2921,5,2,1,3,Urban,3,396709
3192,2,4,1,0,Suburban,50,336413
1085,5,3,1,3,Urban,45,184124
1775,1,2,2,3,Rural,48,188060
1556,2,2,2,0,Urban,4,225976
1964,4,3,2,1,Rural,31,251276
845,5,1,2,0,Suburban,10,152017
1801,5,1,3,1,Urban,32,249098
3889,4,2,3,2,Suburban,16,467140
2816,4,3,3,0,Suburban,42,330313
2932,3,4,2,0,Rural,29,340306
3362,1,4,3,1,Rural,5,398864
2620,2,1,1,1,Suburban,8,304504
2970,1,1,1,2,Rural,38,291036
2726,1,2,2,2,Suburban,20,308014
3921,4,1,3,3,Urban,43,452314
3966,3,4,1,2,Rural,19,459560
2537,5,1,2,2,Rural,3,333010
3372,5,4,2,2,Rural,33,411800
944,2,4,2,1,Suburban,19,156269
2777,2,2,3,1,Suburban,18,330090
3063,3,2,2,2,Urban,9,390956
1220,5,3,1,2,Urban,29,202553
3298,1,4,2,0,Suburban,15,380625
3103,5,1,2,3,Rural,28,366302
1146,5,3,1,1,Suburban,43,164720
2828,4,1,2,2,Suburban,11,350481
933,4,3,1,0,Urban,46,135447
1134,1,3,3,0,Suburban,8,170404
3695,1,3,3,0,Rural,26,397256
2862,1,2,1,1,Suburban,2,336585
3805,1,3,2,0,Rural,23,408962
2389,5,3,2,1,Urban,43,311281
1502,4,2,3,2,Urban,35,225603
1184,5,4,2,3,Suburban,13,230295
1005,3,3,2,1,Urban,45,152958
3685,5,3,3,2,Rural,20,455193
2779,2,4,3,0,Rural,10,345180
1057,4,3,1,1,Urban,13,184907
3993,5,1,2,1,Urban,16,483601
3770,1,1,1,1,Urban,38,387621
1930,3,2,2,3,Suburban,31,245386
985,4,1,3,1,Suburban,17,167518
2858,4,3,1,2,Urban,29,354391
791,3,1,3,2,Suburban,7,154067
1287,4,2,1,1,Rural,14,177819
2402,5,1,3,3,Urban,26,331674
3007,4,4,2,3,Rural,18,386393
903,1,4,3,2,Rural,32,133690
2956,2,2,3,1,Suburban,6,362616
2330,5,4,3,1,Rural,12,324522
1236,4,3,2,3,Rural,39,181413
2198,3,3,2,3,Suburban,44,268937
739,3,1,3,3,Urban,31,133881
2613,1,4,3,3,Rural,0,338283
2943,3,3,3,2,Rural,13,361912
1160,5,2,3,0,Rural,0,205455
2345,2,4,3,0,Urban,40,288210
3404,4,2,2,2,Suburban,27,399270
3745,4,4,2,2,Rural,21,451593
1555,2,2,1,3,Rural,8,205646
779,4,3,3,3,Rural,29,150334
2593,2,3,2,3,Urban,30,319171
2866,3,4,2,1,Urban,45,345662
2766,2,4,1,1,Suburban,29,319169
1763,3,1,1,1,Suburban,4,233395
2955,3,1,3,1,Suburban,0,372235
1304,2,4,1,2,Rural,44,154735
2336,3,3,1,0,Rural,17,277137
3940,2,2,1,0,Rural,48,393141
1007,5,4,2,3,Suburban,31,194677
1891,5,2,2,1,Suburban,14,266779
3399,4,2,3,1,Rural,46,378233
1539,1,3,2,3,Rural,44,172667
1669,5,4,3,3,Urban,47,255589
2406,4,3,1,3,Suburban,12,327048
1411,1,2,2,2,Suburban,1,201387
2191,5,2,1,2,Rural,4,300301
623,1,3,2,0,Suburban,34,82535
798,2,1,2,0,Urban,27,111168
1113,5,1,2,2,Rural,30,166950
2547,3,4,1,1,Urban,1,350603
706,5,4,3,3,Rural,38,147132
2511,5,1,2,1,Rural,6,320516
3937,2,4,1,3,Rural,6,458446
2191,1,1,2,0,Suburban,48,212168
787,5,2,1,3,Suburban,10,167494
945,5,1,3,0,Rural,16,154105
1106,5,1,3,0,Urban,26,186588
3591,5,4,3,0,Suburban,9,462355
2334,5,3,3,0,Suburban,47,286540
1896,4,4,2,2,Urban,14,295546
2491,3,3,1,1,Urban,14,322749
955,5,1,3,1,Rural,20,154968
3264,5,4,3,1,Urban,16,435093
2861,4,1,3,1,Suburban,44,329529
3315,3,4,1,2,Rural,8,397797
3182,5,4,1,0,Suburban,48,370738
2934,5,1,2,0,Urban,7,380608
2530,5,4,1,0,Suburban,31,324212
3392,2,1,3,2,Urban,6,410504
2284,2,3,2,2,Rural,19,280387
3878,4,3,1,1,Urban,7,474928
2237,1,4,1,1,Urban,1,296460
3251,5,4,3,3,Urban,11,452573
1119,4,1,2,2,Urban,32,173084
3710,3,2,3,2,Urban,19,444886
1631,3,1,1,2,Urban,1,232641
1199,5,1,1,1,Rural,16,177703
1958,4,1,2,0,Suburban,19,246306
625,2,2,2,1,Urban,36,104349
1701,3,4,1,2,Suburban,48,212534
2958,1,1,1,3,Suburban,45,304685
3859,1,1,2,1,Rural,39,382025
1838,4,3,3,1,Urban,30,268659
3569,5,2,2,1,Rural,13,429551
1435,3,2,3,2,Rural,48,171748
3459,3,2,1,3,Urban,27,409618
2067,3,3,2,1,Urban,30,273049
3224,4,3,2,2,Suburban,30,389132
1644,4,4,1,2,Rural,26,224038
3968,5,4,2,1,Urban,38,477983
1270,5,1,2,1,Urban,43,185302
2191,2,2,2,1,Suburban,40,245897
2740,1,2,2,1,Suburban,24,300419
1357,4,3,2,1,Urban,44,190193
2805,2,4,2,2,Rural,50,302773
2613,4,3,3,2,Urban,34,338598
866,3,1,2,3,Suburban,26,141365
2620,4,2,2,3,Urban,29,333025
3087,1,4,1,0,Urban,28,354699
2378,2,4,3,1,Urban,10,324289
3224,5,1,1,1,Suburban,50,353782
675,1,1,2,2,Suburban,31,91057
2608,1,1,1,0,Urban,2,304249
2227,1,3,3,3,Suburban,37,267831
705,3,4,1,2,Suburban,46,113777
2856,5,2,2,0,Urban,38,350781
2163,4,2,2,0,Rural,5,282207
2241,1,2,2,3,Urban,18,284447
2702,3,4,2,0,Suburban,33,327496
2626,5,3,2,1,Urban,49,324822
1050,3,1,3,2,Urban,48,144491
745,5,4,2,2,Urban,45,157690
1967,1,3,1,1,Suburban,42,215126
2448,5,2,2,3,Suburban,22,328373
1904,3,2,2,2,Rural,18,243864
617,2,3,3,2,Rural,9,128447
3187,5,2,1,0,Rural,8,383205
627,5,4,1,3,Urban,48,134058
769,5,1,1,1,Urban,5,158064
766,2,3,1,2,Rural,16,119322
2512,3,2,1,3,Suburban,15,317799
2078,2,1,2,3,Urban,24,262288
3250,4,4,3,2,Suburban,44,389453
2417,3,2,1,3,Urban,33,294275
2558,5,1,3,0,Urban,39,316378
2347,1,3,2,1,Urban,49,257271
3010,5,3,3,1,Suburban,36,373197
1764,1,4,3,2,Rural,23,230411
3392,3,4,2,0,Suburban,19,410378
2388,1,4,2,2,Urban,4,320237
612,3,3,3,2,Urban,44,123486
748,1,2,3,0,Rural,23,103750
3319,3,3,3,1,Suburban,7,414438
3216,1,4,1,2,Urban,7,398587
2736,3,3,1,3,Rural,2,351248
1310,2,2,3,0,Suburban,20,176228
1186,5,2,3,0,Suburban,50,164556
2460,2,1,3,0,Rural,8,290485
1884,3,4,1,3,Suburban,10,269674
3103,1,4,1,0,Rural,15,343417
1551,4,3,2,3,Suburban,15,244907
711,4,3,1,1,Suburban,16,140758
1788,5,1,1,2,Suburban,44,220406
1205,4,2,3,3,Rural,46,167046
3409,2,1,1,0,Urban,6,392032
2896,5,3,1,2,Rural,0,379913
1625,1,2,2,3,Urban,4,234969
2235,4,1,2,2,Suburban,7,295751
1085,5,3,3,0,Rural,14,185182
3156,1,4,3,0,Rural,24,357521
3860,1,1,3,2,Rural,14,420594
1560,2,4,2,2,Urban,29,220506
2162,5,1,1,2,Suburban,9,294747
2723,5,4,2,0,Suburban,21,360212
2354,4,2,1,2,Urban,18,314069
2965,2,1,3,1,Urban,38,333720
2728,2,1,3,1,Urban,4,342457
2438,4,4,2,0,Rural,43,287582
1204,2,4,2,0,Rural,39,151585
1271,4,2,2,3,Rural,34,177644
2653,5,4,1,0,Urban,10,364984
2119,3,4,3,3,Urban,48,279670
685,1,1,3,1,Urban,41,87562
828,4,2,3,2,Suburban,26,154372
927,4,3,3,3,Suburban,41,164905
3003,4,1,1,3,Rural,46,322796
2684,5,2,2,0,Suburban,21,339661
2948,4,3,1,3,Suburban,38,354096
3291,5,4,3,2,Suburban,0,451095
3975,3,1,3,2,Rural,26,444055
1172,4,4,2,3,Suburban,9,215531
3482,4,1,1,1,Urban,50,374964
1791,4,3,2,2,Suburban,2,278431
1211,3,3,2,3,Rural,28,175257
1901,5,2,2,0,Rural,41,232609
2007,1,1,1,1,Rural,14,219647
3811,1,2,3,3,Urban,4,454852
2470,5,3,3,0,Rural,17,327755
3730,5,1,2,0,Rural,37,404948
3866,2,4,2,0,Suburban,43,419731
3507,1,3,1,0,Urban,10,403117
792,3,3,2,3,Rural,48,112158
3698,4,3,2,1,Urban,47,426421
1234,3,4,3,1,Suburban,38,179099
1138,2,4,1,3,Rural,49,136887
1907,2,4,2,3,Urban,15,272405
1548,1,4,1,1,Suburban,13,203177
609,5,2,1,2,Urban,18,147438
1113,1,2,1,1,Urban,19,155209
639,4,4,1,0,Rural,50,88759
3991,2,3,2,1,Urban,4,481959
1421,4,2,1,2,Suburban,0,228086
1516,2,1,1,3,Rural,29,173056
1936,2,4,3,3,Rural,30,250581
1702,5,3,3,1,Urban,7,287809
846,3,3,1,0,Rural,49,93615
2405,3,4,2,1,Urban,36,309302
3135,3,2,3,3,Urban,3,412173
1346,1,2,1,0,Urban,28,156798
3575,4,3,1,0,Suburban,13,428476
2874,5,1,1,1,Rural,38,315673
2768,2,1,2,1,Suburban,7,330559
2828,5,3,3,3,Suburban,15,392323
1803,4,4,2,3,Rural,10,275084
2608,5,4,3,0,Rural,42,321728
3774,1,4,3,3,Urban,36,442640
951,5,3,3,1,Rural,44,148532
3312,2,4,3,1,Urban,27,403322
3017,4,3,2,2,Urban,29,377897
792,3,1,3,2,Rural,6,143270
2820,5,2,3,3,Suburban,31,359943
3587,1,2,1,0,Urban,30,383974
1753,1,1,1,0,Urban,15,205563
2821,2,4,3,3,Urban,19,374475
1744,1,2,3,1,Urban,0,242107
1304,2,1,1,3,Urban,49,146734
3198,1,4,1,3,Urban,37,364256
2280,4,3,1,0,Suburban,32,274424
1447,3,2,3,3,Rural,35,190709
3805,1,3,2,3,Urban,36,430394
1176,4,2,3,1,Urban,6,217885
1500,1,1,3,2,Suburban,37,173211
1008,4,1,3,1,Rural,14,158694
1237,4,1,3,3,Rural,16,190825
3699,1,2,1,1,Rural,33,378855
3551,1,4,1,0,Suburban,0,410932
2456,1,3,2,3,Rural,0,305207
1305,3,2,3,0,Rural,44,153499
1101,1,2,2,1,Rural,31,121044
3907,4,4,1,1,Urban,36,455306
2540,5,1,3,2,Urban,15,352153
1594,2,2,3,1,Rural,20,201957
1877,5,4,2,0,Rural,43,245607
743,2,2,3,3,Suburban,20,132239
2655,5,1,1,3,Rural,5,336891
2220,4,1,2,2,Rural,10,284734
3003,4,1,2,2,Urban,20,373029
3087,3,1,2,2,Suburban,9,370012
3439,2,1,2,3,Urban,23,399201
2794,5,4,3,2,Rural,17,378370
644,2,1,1,1,Suburban,0,110764
1809,4,3,1,2,Urban,45,238679
3664,2,3,1,0,Urban,4,429625
1102,5,1,1,3,Rural,2,191377
933,4,2,2,1,Urban,30,161161
2559,1,2,2,3,Rural,50,263376
2848,4,1,3,1,Rural,43,310879
1213,3,1,1,1,Urban,48,147274
3736,4,3,3,2,Urban,27,460598
2169,4,1,3,2,Suburban,49,257415
1474,5,3,3,3,Rural,30,229355
748,4,3,3,3,Urban,2,194723
3363,1,2,3,0,Rural,48,338632
2909,4,3,1,0,Rural,44,314870
2932,3,4,2,0,Urban,43,343088
2100,3,3,2,3,Suburban,4,300946
3430,3,1,1,1,Urban,23,392687
3206,3,1,1,3,Urban,26,373173
603,3,4,3,2,Urban,29,144650
1429,2,1,2,2,Rural,28,171149
2606,2,1,2,1,Suburban,26,288211
3961,5,3,3,1,Urban,32,487669
728,4,1,3,2,Suburban,3,156838
2483,4,3,2,1,Urban,50,302522
3630,3,2,1,2,Urban,25,425734
650,5,1,1,2,Rural,44,95874
3032,5,3,3,2,Urban,24,399754
1475,4,3,3,0,Rural,45,183004
3357,3,2,2,0,Suburban,37,368204
2016,1,1,3,0,Urban,1,255247
3853,4,2,2,0,Rural,46,404905
2502,4,3,2,0,Rural,10,313843
717,4,3,2,3,Urban,36,144212
2692,5,2,3,1,Suburban,6,361352
1218,5,3,2,1,Suburban,15,208170
822,3,2,1,3,Rural,30,124646
2727,2,1,3,0,Urban,26,310798
1756,3,2,2,3,Suburban,9,248037
2085,3,3,2,0,Urban,36,262525
2321,3,1,1,0,Suburban,5,282050
1076,4,2,2,3,Rural,42,148658
2590,2,4,3,2,Suburban,31,319194
2486,5,3,1,3,Urban,35,327430
2046,5,2,2,0,Suburban,17,276876
1453,5,3,3,1,Suburban,21,231438
1993,1,1,1,3,Urban,41,222666
2582,3,1,3,0,Urban,8,324620
635,3,2,1,2,Rural,30,96599
2103,1,3,1,1,Urban,15,265906
602,5,3,2,0,Urban,22,149685
3223,3,4,3,0,Suburban,8,404919
3529,2,1,2,3,Rural,49,358954
2443,5,2,2,0,Suburban,10,322710
1472,1,4,3,2,Rural,50,167337
1909,4,1,2,2,Suburban,46,223792
1955,2,2,1,2,Rural,23,223485
2502,4,1,3,0,Suburban,25,299289
1142,4,1,1,0,Urban,49,135725
2463,4,1,3,3,Suburban,15,326031
2687,3,2,2,0,Rural,31,298576
806,1,4,1,1,Urban,29,127464
3331,4,3,1,3,Urban,13,427140
1487,1,2,2,3,Suburban,28,184369
3514,1,1,1,3,Rural,32,356964
1634,4,1,3,0,Suburban,48,190188
3692,4,3,3,0,Rural,39,412853
2206,5,4,1,2,Suburban,12,319964
2133,3,3,3,3,Suburban,48,261082
3969,1,3,3,3,Suburban,19,458912
1207,2,3,1,0,Rural,42,128950
1231,4,1,3,3,Urban,35,195385
2038,1,4,1,2,Suburban,28,248674
1046,2,4,2,0,Suburban,38,147285
1618,3,1,2,1,Urban,37,205083
2559,2,1,2,0,Urban,27,290178
1118,4,1,1,2,Suburban,1,181610
3176,2,4,2,2,Rural,40,350167
1686,2,3,1,2,Urban,49,196836
2198,4,2,1,1,Urban,41,264050
1041,4,4,1,0,Rural,14,173537
789,2,2,1,0,Suburban,33,100577
2175,2,3,2,2,Rural,42,241054
3604,2,1,2,1,Suburban,10,411410
3370,3,3,3,2,Urban,15,423726
967,5,1,2,0,Rural,8,165611
2930,4,3,3,3,Rural,28,368709
3980,2,3,3,0,Rural,8,457485
3056,3,2,1,2,Rural,7,358846
675,2,3,1,2,Urban,29,122332
2754,2,1,2,2,Rural,12,316090
2501,5,4,1,1,Urban,40,328416
2405,3,4,2,3,Rural,2,328784
2785,1,4,2,2,Urban,31,331947
771,1,4,1,3,Suburban,30,120324
755,3,2,3,2,Rural,12,138933
1457,3,1,3,3,Suburban,29,198759
1697,5,4,1,2,Rural,2,271099
3163,2,3,2,0,Urban,9,384672
1376,5,1,2,1,Suburban,3,217217
620,5,2,1,1,Urban,1,156954
2457,2,3,2,0,Urban,9,314680
1582,5,2,3,2,Urban,35,243121
2147,2,4,2,2,Urban,17,291052
3354,4,2,2,0,Rural,29,377784
1230,4,2,3,2,Urban,30,197881
1671,3,1,3,2,Urban,27,224744
2231,4,3,1,3,Rural,42,266124
1142,3,4,1,3,Suburban,48,160780
1624,5,4,1,0,Urban,43,227468
3047,4,2,2,2,Rural,21,366930
2290,4,4,3,0,Suburban,22,313801
3837,4,1,3,0,Urban,15,456401
2939,2,3,1,1,Suburban,18,346494
1410,3,2,3,1,Urban,35,201086
1318,3,2,1,3,Suburban,0,211245
2078,3,1,2,3,Suburban,29,251197
1043,5,2,2,2,Rural,0,191104
2464,4,1,2,1,Suburban,42,279396
2674,1,4,2,0,Suburban,15,315596
941,2,4,2,0,Rural,41,114696
3503,4,2,1,0,Urban,49,384333
2461,4,3,3,2,Suburban,36,319296
1476,2,2,3,1,Suburban,23,201593
3468,1,1,1,2,Urban,42,363673
1800,4,3,3,2,Suburban,18,267096
2585,3,1,2,3,Suburban,43,288926
1744,1,1,2,1,Suburban,5,220317
1146,3,4,1,2,Urban,5,212701
960,1,2,3,3,Urban,42,133895
2266,1,3,2,3,Rural,32,259001
3356,5,1,3,1,Suburban,38,388763
1994,3,1,2,2,Rural,5,257731
1783,2,4,3,1,Urban,26,254371
2804,1,4,3,2,Urban,23,354272
1065,3,3,3,1,Rural,26,159064
3217,4,1,1,3,Urban,25,385407
1658,3,4,2,2,Suburban,3,258225
2985,5,3,2,0,Suburban,13,386039
3475,1,1,2,0,Rural,50,333401
2555,4,4,2,1,Rural,26,315745
1998,1,4,1,3,Urban,44,239114
2172,3,3,2,3,Suburban,26,287622
770,2,2,1,1,Urban,39,108149
3986,4,4,3,2,Rural,2,497756
1711,3,4,2,1,Suburban,17,244534
1127,5,4,1,1,Urban,3,227683
1926,3,4,1,2,Suburban,40,236740
2005,3,3,2,1,Urban,9,288118
2904,2,4,1,2,Suburban,35,330595
1284,4,2,3,2,Suburban,41,179820
3152,4,1,2,0,Rural,25,352801
3780,4,1,3,2,Urban,10,466275
1430,4,3,1,3,Rural,37,187699
2272,3,4,3,1,Suburban,28,297232
1159,2,1,1,1,Rural,2,154084
2634,1,2,3,0,Urban,46,289334
1282,1,2,1,1,Urban,39,144344
3525,4,1,2,2,Suburban,23,408827
3812,1,1,1,3,Rural,17,405341
3626,4,2,3,2,Urban,8,461557
1163,1,3,3,3,Urban,18,185794
622,1,3,1,1,Urban,22,110814
747,2,3,1,0,Rural,33,89152
3752,2,1,2,2,Suburban,17,419871
3568,4,2,2,3,Urban,47,410130
2502,3,4,3,0,Urban,6,348542
1979,3,4,2,0,Suburban,12,267831
3864,5,2,3,1,Urban,39,461311
814,3,4,3,0,Rural,44,119757
919,3,4,2,0,Urban,28,162088
622,4,4,3,3,Urban,37,155450
3602,3,4,2,2,Rural,50,397486
2116,2,3,1,0,Urban,27,255818
1502,4,2,2,1,Suburban,34,205443
1300,2,3,2,1,Urban,47,163473
1559,5,4,2,1,Suburban,47,217030
3424,3,1,2,1,Rural,49,347528
2075,4,3,1,1,Suburban,13,277504
3908,2,1,3,1,Suburban,37,417489
1236,2,1,3,3,Suburban,4,196645
3759,4,4,3,0,Urban,40,450329
3822,2,3,3,3,Suburban,6,463310
1790,5,3,1,3,Rural,10,268896
